mysql> select * from jobs;

+-----+---------------------+-----+------+--------+--------+--------+
| id  | time                | red | blue | yellow | status | ticket |
+-----+---------------------+-----+------+--------+--------+--------+
| 116 | 2018-11-13 10:52:43 |   4 |    3 |      0 |      2 | 2B1659 |
| 118 | 2018-11-13 10:52:53 |   3 |    0 |      0 |      2 | 670B81 |
| 122 | 2018-11-14 15:32:18 |   0 |    2 |      2 |      2 | 65F800 |
| 123 | 2018-11-14 15:32:38 |   0 |    3 |      0 |      1 | NULL   |
| 124 | 2018-11-14 15:32:58 |   3 |    3 |      2 |      1 | NULL   |
+-----+---------------------+-----+------+--------+--------+--------+
5 rows in set (0.00 sec)

mysql> select * from log;

+-----+---------------------+---------+------------------------------------+-------+
| id  | time                | cell_id | comment                            | event |
| 149 | 2018-11-12 20:03:01 |       3 | order id = 57                      |     8 |
| 150 | 2018-11-12 20:03:01 |       3 | order id = 58                      |     7 |
| 151 | 2018-11-12 20:03:04 |       3 | order id = 58                      |     8 |
| 152 | 2018-11-12 20:03:04 |       3 | order id = 59                      |     7 |
| 153 | 2018-11-12 20:03:07 |       3 | order id = 59                      |     8 |
| 154 | 2018-11-12 20:03:10 |       3 | order id = 59                      |     8 |
| 155 | 2018-11-12 20:03:11 |       3 | order id = 60                      |     7 |
| 156 | 2018-11-12 20:03:14 |       3 | order id = 60                      |     8 |
| 157 | 2018-11-12 20:03:14 |       3 | order id = 61                      |     7 |
| 158 | 2018-11-12 20:03:17 |       3 | order id = 61                      |     8 |
| 159 | 2018-11-12 20:03:20 |       3 | order id = 61                      |     8 |
| 160 | 2018-11-12 20:03:20 |       3 | order id = 62                      |     7 |
| 161 | 2018-11-12 20:03:23 |       3 | order id = 62                      |     8 |
| 162 | 2018-11-12 20:03:27 |       3 | order id = 62                      |     8 |
| 163 | 2018-11-12 20:03:27 |       3 | order id = 63                      |     7 |
| 164 | 2018-11-12 20:03:30 |       3 | order id = 63                      |     8 |
| 165 | 2018-11-12 20:03:30 |       3 | order id = 64                      |     7 |
| 166 | 2018-11-12 20:03:33 |       3 | order id = 64                      |     8 |
| 167 | 2018-11-12 20:03:36 |       3 | order id = 64                      |     8 |
| 168 | 2018-11-12 20:03:36 |       3 | order id = 65                      |     7 |
| 169 | 2018-11-12 20:03:40 |       3 | order id = 65                      |     8 |
| 170 | 2018-11-12 20:03:40 |       3 | order id = 66                      |     7 |
| 171 | 2018-11-12 20:03:43 |       3 | order id = 66                      |     8 |
| 172 | 2018-11-12 20:03:46 |       3 | order id = 66                      |     8 |
| 173 | 2018-11-12 20:03:46 |       3 | order id = 67                      |     7 |
| 174 | 2018-11-12 20:03:49 |       3 | order id = 67                      |     8 |
| 175 | 2018-11-12 20:03:49 |       3 | order id = 68                      |     7 |
| 176 | 2018-11-12 20:03:53 |       3 | order id = 68                      |     8 |
| 177 | 2018-11-12 20:03:56 |       3 | order id = 68                      |     8 |
| 178 | 2018-11-12 20:03:56 |       3 | order id = 69                      |     7 |
| 179 | 2018-11-12 20:03:59 |       3 | order id = 69                      |     8 |
| 180 | 2018-11-12 20:04:02 |       3 | order id = 69                      |     8 |
| 181 | 2018-11-12 20:04:02 |       3 | order id = 70                      |     7 |
| 182 | 2018-11-12 20:04:05 |       3 | order id = 70                      |     8 |
